"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
5697.35366666667 4763.23633333334 5015.407 4711.28299999999 4830.92433333333 22594.1016666667 34734.5856666667 28861.8983333333 3143.259 3686.045 6337.68333333333 6375.16266666667 3369.413 7705.667 7818.534 8099.616
5020.819 9540.17666666667 108139.495666667 19063.4086666667 2645.68933333334 10287.156 44524.4146666667 21337.2 1703.07866666667 3686.632 4438.89466666667 4027.01466666667 2044.543 5221.69533333333 6625.795 6092.69666666667
4539.00733333333 5109.954 5107.393 5160.44566666667 3267.169 29613.1003333333 19301.4786666667 53151.252 2192.924 5185.57333333333 2918.894 5214.21866666667 2506.60966666667 6865.26233333333 6803.13433333333 6974.74366666667
5784.48466666666 5930.16266666667 8244.141 8209.27166666667 3662.885 10238.5323333333 23180.018 34412.8746666667 2246.091 4280.51066666667 4810.245 4262.56333333333 2400.55933333333 4709.93433333333 5495.476 5516.46033333333
7745.19333333332 7002.17766666667 15579.4656666667 15602.3833333333 4883.81300000001 10161.066 31117.6553333333 50703.9256666667 2860.312 5069.20966666667 6089.367 6103.79133333333 2710.68166666667 4903.04666666667 5851.152 6083.17966666667
6788.75999999999 8382.90233333333 7791.16633333333 8271.88133333333 4940.067 34433.7003333333 21372.2133333333 44215.5193333333 2686.042 5653.60266666667 5465.71833333333 5601.447 4083.921 12919.4946666667 11837.392 13215.9323333333
5242.04733333334 5911.24666666667 5797.38333333334 6130.83266666666 3582.594 18032.1286666667 17533.0296666667 31112.0576666667 2149.527 4312.355 4433.67566666667 4500.37233333333 3031.22166666667 9483.45966666667 9079.10133333333 9561.99733333333
4769.38966666668 6767.54366666667 6620.19166666667 7138.37499999998 3086.60033333333 17468.7873333333 14649.1393333333 33315.153 1809.64066666667 3935.45733333333 3821.75966666667 4225.69233333333 2716.11933333333 9987.21166666667 9598.09933333333 11588.4196666667
17339.5926666667 4355.689 8396.463 10267.9853333333 27497.8183333333 8155.98333333333 21891.4633333333 52832.335 20058.9426666667 7616.83866666667 17754.612 25013.7966666667 3750.34633333333 2396.219 5220.28166666667 5654.423
6369.23599999998 10205.3906666667 9333.733 10834.2303333334 4047.58966666668 31987.0893333333 21182.755 89834.266 2404.80666666667 5370.86033333333 4910.09833333333 5372.91466666667 3586.69766666666 20249.8896666667 15730.1136666667 21728.609
7016.71666666667 9302.02966666666 9516.756 8822.57766666667 4957.909 26009.6403333333 34513.5316666667 22771.289 3804.043 10520.5753333333 11064.264 10084.6576666667 3630.91133333333 10027.5246666667 10299.8983333333 9879.44566666667
4482.80233333333 5291.97266666667 4558.98466666667 5189.91033333333 3244.38166666667 49860.81 13791.3896666667 36042.4186666667 1993.52766666667 4607.302 4086.74566666667 4570.24466666667 3206.33833333333 32910.2953333333 12547.34 33793.6363333333
7593.55833333334 7665.97766666666 7069.956 6573.758 5785.10999999999 36813.4016666667 23463.4966666667 18608.9216666667 3628.46966666667 8142.126 7379.94 7004.73433333333 5895.832 52504.6946666667 11670.7973333333 18872.156
7238.72233333334 5931.471 6683.53266666667 6947.984 5817.645 14236.0696666667 20145.391 25289.7343333333 3280.406 5724.68366666667 6221.131 6250.50933333333 3538.91666666667 6330.90566666667 6858.51533333333 7026.96233333333
5504.7286666667 8890.809 7052.22233333333 7369.12 3346.43466666667 38545.5226666667 15883.5506666667 21341.852 2047.45266666667 4547.39733333333 4170.27066666667 4404.87933333333 3527.76399999999 302735.771 17419.3163333333 22584.4486666667
4502.23366666663 5970.8473333333 4843.57266666667 5411.36633333337 3094.90333333333 43539.797 13969.8773333333 24463.8923333333 1948.03566666667 4528.40933333333 4047.13766666667 4197.59733333333 3156.79733333336 386708.146333333 15415.4523333333 29153.504
5401.98666666674 8876.16066666667 6866.334 7354.1386666666 3501.14799999999 85974.7796666667 16471.8863333333 28540.486 2226.18333333333 5173.222 4548.05 4768.98466666667 3680.70199999995 619508.337666667 17407.5796666667 33983.0806666667
5467.63866666662 10740.0403333333 8361.408 9676.14300000004 3409.08666666668 67644.9 16906.356 38247.2573333333 1984.932 4512.03666666667 3963.81366666667 4365.89766666667 3337.49266666671 474700.523 18684.9723333333 50702.312
5857.54699999997 8832.065 6753.26033333333 7612.52766666667 3865.43800000001 48036.0793333333 14041.0683333333 32192.7643333333 2449.06533333333 6166.452 5321.81033333333 5543.77233333333 3968.73966666667 456724.903666667 15295.391 33669.4656666667
5981.18333333331 14968.5393333333 10638.17 12138.3573333334 3644.87966666667 43945.4543333333 17907.9123333333 30050.7236666667 2429.49933333333 3505.41633333333 5551.284 5807.49033333333 3530.65766666669 430990.89 19443.9336666667 34062.4186666667
5507.24033333333 9401.076 7066.23933333333 7905.73433333334 3446.76233333334 37583.241 14174.7866666667 21940.4 2246.72366666667 5046.024 4421.336 4677.32633333333 3525.81366666666 470441.159 15822.408 25787.9193333333
7055.92999999998 11549.8380000000 8829.07666666667 8986.1553333333 4538.48500000000 29589.6786666667 15548.9056666667 18357.1906666667 2936.293 6713.78033333333 5693.98066666667 6036.416 4536.65200000002 488472.003 17316.187 20329.558
7506.88166666662 17192.4093333333 11768.9576666667 13414.4213333334 4424.03466666667 48947.1483333333 19899.089 33254.228 2690.158 6455.055 5895.478 6000.409 4324.97566666667 475317.987333333 21754.9453333333 37092.0916666667
6692.73899999996 12728.136 9480.45166666667 9752.8233333334 3880.949 33446.8153333333 16209.5683333333 20544.1073333333 2534.233 5762.729 5269.16466666667 5248.05333333333 4112.73900000002 433422.619666667 18551.1753333333 24805.866
6281.79233333332 6997.51233333336 5526.60966666667 5873.86566666666 4680.428 33742.6063333333 13273.4083333333 19613.6173333333 2830.838 6319.655 5501.137 5702.04 4764.81166666669 329912.426333333 14592.625 21365.037
6846.776 6295.46666666666 5463.216 5844.66133333333 5459.436 33258.693 18461.4576666667 21244.4233333333 3412.627 6846.24933333333 6468.205 6449.44866666667 5800.75100000001 439366.391 10013.4313333333 23493.6266666667
4503.67133333333 5581.46600000001 4393.34833333333 4819.90433333334 3363.18633333333 33716.4176666667 10655.945 20350.701 2172.892 4898.035 4276.21733333333 4530.08566666667 3392.09033333336 368418.281333333 11720.6893333333 23527.839
3597.86399999997 5726.40766666664 4374.75533333333 4911.87300000006 2317.649 41540.697 9455.62466666667 23885.7793333333 1528.76566666667 3532.754 3081.20333333333 3373.847 2576.35133333336 391825.741333333 10729.2666666667 31468.0406666667
4889.68433333333 6403.59633333333 5823.995 6473.94433333334 3361.68766666667 22801.1966666667 14124.3946666667 28264.601 1981.908 4310.13266666667 4044.63333333333 4451.376 2917.23 11964.6343333333 9642.617 11977.0286666667
4735.51933333333 4361.93 6286.69866666667 6273.152 3307.556 7317.438 17007.745 27520.701 1811.76666666667 3217.423 3692.64533333333 3681.645 1752.098 3091.469 3478.801 3505.012
4423.44133333334 3267.66566666667 4932.404 4742.69900000000 3244.173 6318.90933333333 15345.6553333333 43570.3423333333 2170.55766666667 3723.85866666667 2655.44166666667 4837.382 2019.628 3451.31633333333 4236.039 2477.76666666667
12646.793 3504.01266666667 5378.701 6468.96333333333 34711.374 7155.992 14297.4843333333 14354.2396666667 41898.5166666667 7312.97066666667 14769.4326666667 29549.48 2573.18633333333 2944.84466666667 3382.802 3658.987
4098.63966666667 5581.06133333333 5923.27933333333 5923.52966666667 2852.39033333333 14606.205 19829.352 32580.5326666667 1641.20633333333 3585.32366666667 3692.374 3768.296 2285.21366666667 7662.1 7883.51466666667 7863.17166666667
3759.95733333333 5228.15333333334 4455.15333333333 4780.046 2651.525 27607.3956666667 12912.9306666667 16760.6386666667 1673.39833333333 3988.62333333333 3593.12933333333 3811.649 2559.67933333333 23826.3676666667 12020.4966666667 15516.1363333333
4441.94366666667 5413.067 4888.754 5355.10533333334 3197.292 22206.592 14288.3786666667 21692.0973333333 2025.48666666667 4406.088 4242.90433333333 4431.371 2858.09766666667 13176.813 10431.313 13004.5763333333
5145.10099999999 4947.71766666666 5621.622 5879.62933333334 3912.07100000001 10098.4963333333 25220.7396666667 30656.793 2136.14533333333 3927.53233333333 4265.21966666667 4293.47266666667 2291.53266666667 4373.67366666667 4834.39866666667 5023.115
4060.84233333333 3731.201 3381.17166666667 3658.97500000000 3453.74166666667 19546.4303333333 10000.1263333333 29314.4216666667 2005.303 4080.892 3748.96066666667 4164.91433333333 2832.933 8913.68666666667 6853.46133333333 9097.149
4032.50233333334 5530.87466666667 5432.15066666666 5360.16233333333 2664.42600000000 20811.035 24659.1156666667 43231.7333333333 1955.09433333333 5749.26666666667 6059.13833333333 5897.29066666667 1908.60733333333 5133.48366666667 5003.29533333333 5010.17366666667
5064.87599999999 6238.02733333333 6435.13033333333 6195.94633333334 3591.10866666667 27137.4726666667 66185.548 30737.9706666667 2590.03433333333 6902.328 6917.32833333333 6941.07933333333 3001.391 11534.312 12074.4933333333 12211.8136666667
5785.23900000001 4675.83466666667 5220.947 5057.78933333333 4644.41033333333 13768.2766666667 71655.8236666667 37983.1893333333 2847.24166666667 5506.85133333333 5739.79733333333 5796.28966666667 2721.289 5211.25733333333 5401.122 5419.84166666667
4773.04566666668 5661.355 5869.368 5994.50133333333 3480.20233333332 18305.803 42827.381 111169.013666667 2201.977 4692.80166666667 4930.04966666667 5064.16166666667 2459.195 6573.82033333333 6705.06133333333 6790.89333333333
7289.52266666667 7264.23166666667 11824.2 12186.5156666667 4665.49166666665 11295.0586666667 28552.0243333333 63795.1253333333 2796.20133333333 5075.51 6090.01966666667 6060.979 3074.97433333333 5903.33966666667 7505.876 7518.77
7930.60066666667 4160.854 7250.92133333333 7456.094 6102.62799999999 7779.723 19244.9646666667 27346.2843333333 3606.009 4850.107 6851.82666666667 6932.87733333333 2765.50233333333 3623.906 4879.79733333333 4783.56433333333
7962.11966666668 8410.54966666666 8990.18366666667 8732.697 6041.73066666666 20972.7616666667 26356.6383333333 24357.9093333333 4653.228 11975.6856666667 12931.8733333333 12569.523 3136.27166666666 6103.593 6307.31466666667 6510.24066666667
6692.619 6123.295 6336.182 6195.534 5582.03066666667 22214.2636666667 25110.9023333333 22196.4433333333 3998.37766666666 8855.17533333333 9092.86033333333 9156.09666666667 3543.91266666667 7466.476 7376.10533333333 7672.996
4847.02766666667 6283.16533333334 6924.48866666667 6692.78833333333 3320.90999999999 16588.0963333333 22967.9253333333 31543.3283333333 2062.58366666667 4180.34333333333 4381.107 4420.556 2706.66866666667 7750.375 8203.099 8420.50733333333
7655.97066666666 6307.48233333334 7103.449 7128.288 6383.172 18238.9933333333 120348.333 30044.0016666667 4146.102 8602.83966666667 9374.69033333333 9428.988 3295.65533333333 5629.83466666667 5992.02766666667 5938.93233333333
8382.505 6069.50433333334 6752.033 6739.95766666667 7995.57533333333 16010.712 38430.5016666667 37603.711 4101.06633333333 6811.86166666667 7331.66066666667 7487.84133333333 4194.18333333333 6753.572 7442.25466666667 7520.26
9435.859 8411.088 8341.93166666667 6950.02133333332 7802.35066666666 47275.5773333333 60039.5306666667 18196.8413333333 3924.489 7600.278 7786.01533333333 6686.46766666667 7020.70133333334 33476.1566666667 32075.3223333333 15069.3396666667
3956.986 4572.16933333333 4830.34566666667 5058.869 2921.74533333333 12629.5353333333 16262.988 39910.5713333333 1650.65166666667 3375.044 3412.69666666667 3346.75766666667 2183.927 5501.26133333333 5686.10966666667 5713.452
5019.71000000001 4999.51666666667 6578.81533333333 6873.158 3308.92133333333 8339.241 13630.6033333333 58287.7343333333 2033.57066666667 2138.20966666667 3970.36633333333 4188.98333333333 2450.668 5115.49266666667 5898.195 3557.05433333333
12652.3780000000 8697.15433333333 43086.598 42038.2696666667 7353.07800000002 11782.8683333333 62843.989 97190.2646666667 4223.94866666667 6676.49433333333 9548.29 9262.747 4464.22533333333 7100.843 7232.223 9893.74866666667
5437.45433333333 6492.218 8017.33733333334 8381.03033333334 3556.41966666667 11203.3666666667 16462.1306666667 77912.583 1936.086 3876.45066666667 4033.92033333333 4257.223 2646.22 6459.66466666667 7138.41166666667 7631.17366666667
3211.89933333332 4825.652 5341.87133333334 5475.59733333334 2058.04066666668 10617.274 18045.7486666667 60447.1766666667 1319.84533333333 2947.468 3114.03566666667 3116.061 1746.79366666667 6277.726 7344.21433333333 7338.446
3867.60333333333 4323.10233333333 3698.82233333334 4094.432 2904.84400000000 24150.3596666667 11493.7436666667 28642.2126666667 1666.627 3418.588 3185.71333333333 3497.51166666667 2603.83566666667 12855.23 8460.03066666667 12614.8436666667
3660.851 4718.438 4213.22433333333 4958.66666666666 2581.61266666666 24148.45 11981.007 30606.7703333333 1612.29033333333 3571.314 3325.35066666667 3639.595 2390.536 12600.048 8724.318 12640.038
4324.36366666667 4169.39266666667 4168.26 4425.25366666666 3501.57166666666 13773.3596666667 16409.4453333333 63486.6733333333 1660.80866666667 3109.32833333333 3212.88333333333 3140.63966666667 2690.466 6874.47933333333 7053.83133333333 7327.88333333333
3450.304 4789.21666666667 4603.183 4779.13633333333 2436.55199999999 13350.5246666667 12059.5943333333 45652.809 1543.226 2025.53533333333 3482.29666666667 3583.722 1925.463 5980.21333333333 5864.436 6391.13766666667
3755.948 3749.477 4195.01433333333 4155.47066666667 2663.572 9063.67866666667 14816.7086666667 21053.1906666667 1470.39766666667 2707.08833333333 2828.167 2871.828 2062.09933333333 4696.986 1270.62 5098.03466666667
7321.89333333334 7734.49466666667 15460.995 15357.497 4392.65766666666 11148.86 26690.818 30028.7843333333 2435.74133333333 4639.92 5323.298 5304.79066666667 3132.49766666667 6334.24533333333 8046.369 8257.698
7188.24900000001 10053.1843333333 13667.4636666667 14573.783 4279.09866666666 15874.238 28416.4953333333 185039.968 2465.69933333333 5018.752 5384.85133333333 5520.97733333333 3487.943 9314.12566666667 11342.0996666667 11703.5516666667
5708.77833333336 8316.874 9716.52433333333 9892.35333333331 3699.13099999998 15481.8706666667 23354.9263333333 222946.372 2373.243 5144.51766666667 3136.03 5494.79933333333 2946.56766666667 9054.65766666667 10451.9893333333 10790.7553333333
5492.20800000001 7622.61566666667 11442.1443333333 11560.652 3252.50599999999 11726.004 24386.433 92703.857 2102.90366666667 2630.26166666667 4919.80266666667 5098.512 2483.84233333333 6139.64866666667 7311.82 7525.999
11901.9266666666 6979.39433333333 40038.3186666667 39976.2603333333 6806.065 9584.92766666667 67617.5456666667 131256.061666667 4245.294 6111.07566666667 9505.531 9464.61933333333 3535.66433333333 5095.73233333333 7079.00466666667 7243.25866666667
4830.414 10447.3046666667 7914.91533333333 9699.90600000002 2739.37333333334 27128.8233333333 13680.12 25219.0033333333 2702.55266666666 18443.306 12111.7236666667 16574.5476666667 2835.39 33429.756 14793.761 28576.783
7766.66466666667 14238.7283333333 16810.6933333333 16145.4236666667 4737.08466666667 23977.5266666667 53964.3903333333 46115.3983333333 2746.25233333333 5640.55166666667 5912.89333333333 5860.73266666667 2939.08833333333 6144.49333333333 6408.783 6448.26533333333
8444.15966666666 26050.477 19074.1413333333 15799.522 5025.85133333334 18701.8553333333 40217.6883333333 27496.965 2786.58566666667 6316.002 5972.09366666667 5827.36866666667 4041.08333333333 9572.66566666667 15081.2666666667 13886.9543333333
6994.495 9533.07733333333 14869.3156666667 15233.422 4290.947 14089.6073333333 29678.2993333333 110500.646333333 2409.322 4947.46366666667 5343.997 5550.50733333333 3297.156 8359.02166666667 10279.668 10369.7443333333
13955.357 8084.52366666666 5768.18366666666 6623.3356666667 23478.1263333333 32943.29 13856.3543333333 17927.8493333333 31732.7163333333 50616.2806666667 15109.1923333333 20453.4106666667 36975.1003333333 155397.705666667 15658.3996666667 21102.4943333333
7604.86533333333 13010.6743333333 10066.271 9588.91933333334 4908.39633333334 35188.698 19950.8593333333 18376.4563333333 3619.72166666667 9653.294 8407.42666666667 7833.60766666667 4914.78666666666 59191.5336666667 21086.013 18722.3666666667
4762.58466666665 4633.96666666667 3683.01 4182.18866666666 3934.275 33885.4916666667 11876.131 19293.3223333333 2377.24233333333 4947.10166666667 4451.90233333333 4760.36366666667 3971.01800000001 42588.65 12279.1366666667 20223.1853333333
4713.84200000002 7272.339 6236.29466666667 7049.56433333332 3125.48500000000 33764.0993333333 14659.8573333333 27237.5383333333 1956.83666666667 4687.82966666667 4261.85266666667 4602.241 2903.69633333333 26600.372 13577.5353333333 24552.4363333333
6872.81133333332 10977.1333333333 10213.946 9496.42933333334 4199.75533333334 27213.9366666667 22495.883 19449.635 2783.80433333333 6430.22366666667 6155.98566666667 6002.13633333333 3998.949 19890.6563333333 17647.6853333333 16096.9293333333
3713.31366666667 4871.12033333333 4635.068 5099.118 2586.12499999999 14801.7213333333 12208.5573333333 43025.0463333333 1535.06566666667 3166.86866666667 3272.03833333333 3309.57733333333 2222.16566666667 8116.79966666667 7628.32633333333 8562.44833333333
3619.77133333333 4153.28933333333 3842.259 4445.63033333334 2656.93033333333 17500.341 10659.5336666667 29675.805 1520.18833333333 3170.70966666667 2985.89966666667 3311.01233333333 2597.97 13355.68 9037.06766666667 6887.18233333333
4004.127 4933.893 5197.858 5192.28200000001 2890.15233333333 19982.564 47091.4963333333 27710.8973333333 1671.84566666667 3682.04233333333 3618.27733333333 3732.77466666667 2596.485 11657.1006666667 7061.25833333333 12917.156
7370.13866666665 11997.9946666667 12868.8343333333 11717.3723333333 4667.65000000001 22176.659 195617.185666667 22505.7053333333 2770.22633333333 5858.028 6236.22066666667 6036.345 2980.175 7117.17833333333 7442.65933333333 7058.59733333333
17664.4336666667 22717.0696666667 85241.4966666667 11630.2 9179.25200000001 25168.785 179627.128666667 14417.5343333333 6381.62433333333 12824.4003333333 15667.1186666667 9543.09666666667 8323.91 20612.855 32007.456 12908.699
13315.0823333333 7682.552 106114.508 13838.7576666667 7537.704 9695.656 192454.220333333 15941.4196666667 4962.48466666667 7076.59333333333 11557.637 9249.995 3598.359 3166.37866666667 7333.73466666667 6329.95766666667
4642.03900000002 4603.02633333333 5845.65000000001 5699.85466666665 3151.04566666666 8700.00133333333 192776.873333333 31726.9796666667 2136.458 4211.064 4960.75633333333 4895.61166666667 1838.74733333333 3504.88833333333 4111.42033333333 3886.294
4345.65666666667 4860.81833333334 5280.41333333334 4938.19166666666 3126.42733333333 17686.5503333333 179550.033 30450.8893333333 1945.87833333333 4438.49233333333 4648.02733333333 4431.252 2491.60766666667 7084.049 7515.12633333333 7437.737
2665.98566666666 3412.89166666667 3774.86433333334 3494.53833333334 1948.03133333335 14255.3106666667 190405.726666667 31441.5313333333 1335.17633333333 3495.62933333333 3657.75533333333 3489.759 1462.14966666667 4375.93833333333 4960.75366666667 4531.41833333333
4161.49899999997 4772.05066666667 5078.26799999999 5006.77233333335 2945.85133333334 14110.7696666667 196198.496 38526.583 1989.95333333333 2775.11566666667 5070.589 4965.132 2076.99633333333 5245.294 5744.947 5482.85266666667
3306.30366666663 4908.59466666667 5303.64399999999 5117.33766666672 2221.24666666669 16705.0046666667 242966.345666667 52723.303 1549.295 4047.67566666667 4229.31466666667 4114.35466666667 1919.78066666667 4185.045 7966.99566666667 7513.11866666667
6574.96366666666 4472.75966666667 5742.90866666666 5819.378 5506.43999999997 9691.02933333333 304273.087333333 43171.2433333333 3438.10533333333 5428.12566666667 6913.975 6977.024 2239.451 3422.99533333333 3861.329 3844.09466666667
2935.32066666669 4400.38666666667 5000.79566666664 4384.91700000001 2001.00699999999 18326.7006666667 269062.894333333 36781.198 1435.711 3781.41633333333 4154.65733333333 3870.44533333333 1659.73533333333 6074.75633333333 6925.25266666667 5998.04566666667
4309.33666666669 4609.468 4974.63999999999 4912.37533333331 2929.75466666664 10641.107 215021.281333333 39761.457 2135.84766666667 2584.19633333333 5029.41033333333 4929.66566666667 1802.181 3470.54866666667 3725.06833333333 3607.322
4070.00799999999 4390.709 4541.744 4376.13900000001 3146.46700000001 19351.996 221977.380666667 25504.1563333333 2177.51933333333 5319.80433333333 5521.976 5487.35033333333 2487.58566666667 8071.42066666667 8598.39933333333 8115.96433333333
4213.7773333333 4595.475 4930.24766666667 4927.15000000002 3006.32800000003 18729.368 186735.515333333 357160.388666667 1922.43633333333 4134.57666666667 4384.99766666667 4369.07933333333 2425.09833333333 7187.90033333333 7853.83933333333 8032.652
3315.72366666667 3931.43733333333 3991.83666666666 3764.63233333334 2478.92933333332 20012.8103333333 145082.984333333 34906.576 1642.899 3666.68466666667 3774.23066666667 3690.97566666667 2024.438 8022.81766666667 8626.84833333333 8196.106
3731.12066666667 4479.58 4603.89033333333 4405.209 2828.34733333334 26989.4996666667 176204.982 43161.271 1769.216 4097.045 4325.353 4043.016 2512.476 12207.8753333333 13707.1746666667 12046.654
5731.722 6338.15633333333 69952.3703333333 12974.4713333333 3106.57133333335 7623.52333333333 192723.186666667 14324.4186666667 2247.94133333333 4308.03666666667 5835.875 5065.487 1912.39533333333 3595.19366666667 4333.268 3986.423
41266.1746666667 4929.54966666667 26616.087 9996.20866666666 57074.6756666667 4680.21 164591.779 18268.3353333333 53279.394 8558.76166666667 77856.3593333333 17494.885 2407.35566666667 3036.37866666667 3959.77466666667 3520.291
8262.63666666663 10580.3513333333 8724.13 8740.86200000003 6436.11400000002 11384.038 196718.647333333 30333.9006666667 4182.00733333333 10739.69 9317.28733333333 9251.26533333333 3760.542 9143.27066666667 8122.93533333333 7906.492
22439.319 6375.54833333333 51466.8366666667 8919.476 12134.315 9108.01233333333 65688.1606666667 12165.642 10218.163 8280.618 22918.578 10953.441 2665.253 3689.35133333333 4869.92466666667 3953.601
25172.239 7513.727 145379.567666667 10756.1663333333 13627.8966666667 10685.8953333333 89558.1456666667 14735.8623333333 10586.3986666667 9601.622 24627.9513333333 12549.558 4462.46566666667 3401.85566666667 8508.53533333333 6440.06333333333
6906.12533333334 5044.61933333333 4582.59966666667 4464.04566666667 7973.085 7197.35266666667 203118.020666667 28126.5416666667 4178.40233333334 8155.19 6782.423 6681.31466666667 2621.99733333333 4489.008 4080.95666666667 4119.168
4260.19666666666 4581.90833333333 5117.31699999999 4760.13800000001 3120.60566666666 12534.676 187219.423666667 22977.1946666667 2109.77766666667 4907.45333333333 3048.22666666667 5210.03233333333 1838.69 3819.28233333333 4045.83266666667 4007.985
5946.00833333331 4153.56833333333 4532.691 4458.24233333334 5628.31600000001 12260.458 188797.246333333 67116.3796666667 2704.957 4449.03966666667 4808.83033333333 4831.993 1943.05866666667 3265.904 3338.93233333333 3322.365
2799.26966666663 4433.86333333334 4681.55099999999 4323.04600000002 1847.78066666669 28465.2923333333 178095.386333333 26993.1406666667 1301.77 3340.909 3349.83066666667 3340.76033333333 1636.18666666666 8825.01533333333 9859.032 8914.706
3677.92100000000 3829.94333333333 3653.63700000001 3615.72866666666 3003.63733333333 37969.985 156433.933666667 77660.444 1819.282 3758.73266666667 4033.71633333333 3994.509 2531.71966666667 15319.879 17774.913 16222.4483333333
2533.27033333332 3746.75633333334 3884.90533333333 3444.76800000001 1780.47600000001 43944.8866666667 147633.048 29118.0893333333 1176.13666666667 2844.89266666667 3031.48966666667 2935.942 1707.86800000000 18025.4543333333 24162.557 15935.3006666667
3282.30033333334 3610.608 3829.49166666667 3766.27 2457.04366666667 11565.9033333333 180064.421666667 28014.4313333333 1691.06533333333 3743.46866666667 3855.50733333333 3636.23866666667 1786.39566666667 4251.46 4603.07933333333 4319.505
2383.20233333332 3494.84433333333 3703.466 3442.88733333334 1695.17866666668 15265.439 183564.89 29400.6923333333 1188.165 3057.47466666667 3340.686 3103.95433333333 1261.562 3666.732 3786.458 3642.448
3463.49766666667 3352.378 3628.65366666666 3414.22066666668 2821.88566666667 11512.9006666667 189513.670666667 33765.943 1618.32133333333 3196.964 3325.17 3251.36466666667 1761.57833333333 4146.58733333333 4363.30566666667 4126.41866666667
2487.88566666668 3687.13166666667 4208.40866666667 3836.13399999999 1633.77733333334 10399.7766666667 141616.683 28542.163 1111.02 2823.476 3082.571 2959.394 1386.987 4395.17566666667 2704.33733333333 4608.84
2912.94699999999 3415.26833333333 3504.31500000001 3414.00966666668 2149.69833333334 16228.8293333333 150856.830333333 31293.742 1531.09533333333 3829.669 2259.151 3865.37466666667 1633.28633333333 4741.57333333333 5026.90366666667 4871.21666666667
2660.02933333335 3310.15233333333 3632.29366666667 3319.71466666666 1885.96766666666 13689.526 167171.224 29728.7823333333 1312.84466666667 3294.408 3510.917 3309.35033333333 1465.98633333333 4784.10366666667 5391.46533333333 4837.49466666667
3222.84533333333 3892.126 3983.86366666667 3845.755 2389.77766666668 14651.4683333333 161100.852 25148.102 1569.517 3630.70533333333 3710.58266666667 3698.665 1722.722 4357.99033333333 4677.30166666667 4434.316
2352.82833333331 3811.418 4252.00033333333 3989.53333333333 1594.56066666665 9988.16 183947.514333333 30972.165 1127.21066666667 2940.063 3204.48266666667 3070.20366666667 1198.09433333333 3609.249 4091.00266666667 3704.654
3032.75666666666 4186.36466666667 4487.88499999999 4031.63366666669 2189.69033333334 14545.101 177053.073666667 25370.735 1547.40166666667 4058.73766666667 4382.73533333333 4207.87533333333 1696.22533333333 5282.22666666667 5761.606 5477.472
3829.27266666666 3412.54133333333 3551.19233333333 3525.97366666667 3062.16566666665 13727.4816666667 166924.735 28121.9176666667 1931.16533333333 4127.13333333333 4268.134 4237.61733333333 1339.06633333333 2419.36366666667 2459.33866666667 2413.10033333333
2767.87500000003 3342.30533333333 3612.70866666666 3364.91099999998 1994.28966666663 14066.605 178992.242 30035.7633333333 1445.338 3690.164 2239.80533333333 3685.42266666667 1577.95533333334 5318.24566666667 5783.244 5289.635
2273.50400000000 3342.56933333333 3607.93033333335 3180.04633333331 1530.07133333333 23394.066 184582.293666667 25841.069 1168.033 3307.76 3679.881 3263.086 1329.86966666667 6398.13466666667 7179.595 6191.14066666667
2987.52033333333 3843.067 4101.28499999999 3844.77766666667 2094.65033333333 15900.3863333333 189936.625666667 28061.9376666667 1402.71366666667 3346.49 3547.46866666667 3455.57766666667 1618.05466666667 4985.87666666667 5332.92066666667 5073.208
2412.39100000001 4205.78366666667 4688.17 4255.94533333334 1554.40033333333 37133.298 168049.784 51030.5176666667 1139.305 3284.58033333333 3490.90033333333 3360.24433333333 1420.87966666666 13079.948 16491.1456666667 13647.0866666667
2864.90466666665 2993.38966666666 3134.64466666667 3057.64100000001 2209.52666666668 24272.3883333333 175538.540666667 21029.2443333333 1557.59733333333 2358.43166666667 4390.53633333333 4192.81466666667 1818.73233333333 8288.10033333333 9701.67833333333 8112.419
2139.43099999998 3313.065 4090.68666666668 3726.92733333332 1369.22766666667 8234.142 180388.434333333 32604.796 1058.96833333333 2962.19633333333 3401.05433333333 3282.761 1005.248 2616.92666666667 2886.52466666667 2754.14566666667
3041.10166666666 3385.08866666667 3893.86000000001 3604.16966666666 2173.51699999999 8610.06366666667 181002.087666667 31936.2316666667 1417.67066666667 3096.51033333333 3335.60133333333 3315.19766666667 1417.10766666667 2966.65733333333 3188.551 3181.784
2145.24899999999 3134.049 3517.26000000001 3154.132 1483.60066666668 11944.6873333333 165910.022333333 25641.6896666667 980.260333333334 2592.65166666667 2928.58566666667 2744.20233333333 1225.513 4530.412 5150.832 4642.893
2903.28900000000 3568.08933333333 3884.57466666666 3555.11700000000 2034.03533333332 10732.897 179274.629 28021.7386666667 1338.898 2925.81033333333 3224.33433333333 3108.77733333333 1549.34366666667 4067.67333333333 4490.862 4208.371
3499.31033333332 3986.45666666667 3727.97666666667 3433.60633333333 2492.79133333335 143451.722333333 65242.1516666667 17257.2346666667 1710.64833333333 4284.70733333333 4191.82366666667 3875.53066666667 2656.54999999999 356195.113666667 121084.148 20266.8883333333
2563.77733333333 2888.05499999998 2891.114 2534.98366666671 1922.42066666667 120453.955333333 80888.5853333333 15639.6386666667 1279.44733333333 3327.05633333333 3145.55633333333 2935.44 2015.95366666666 192068.533333333 101030.244333333 15387.4686666667
