row.names,value,nme,method,time,od,orig,dest,node
3625,6.725712e+04,total,obs,(02/22/99 06:02:43),0,all,all,all
3651,0.000000e+00,fddi->fddi,obs,(02/22/99 06:07:42),1,fddi,fddi,
3652,8.618855e+01,fddi->switch,obs,(02/22/99 06:07:42),1,fddi,switch,
3653,8.081640e+03,fddi->local,obs,(02/22/99 06:07:42),1,fddi,local,
3654,2.828283e-01,fddi->corp,obs,(02/22/99 06:07:42),1,fddi,corp,
3655,7.212795e+01,switch->fddi,obs,(02/22/99 06:07:42),1,switch,fddi,
3656,2.558047e+03,switch->switch,obs,(02/22/99 06:07:42),1,switch,switch,
3657,3.694815e+03,switch->local,obs,(02/22/99 06:07:42),1,switch,local,
3658,3.134918e+04,switch->corp,obs,(02/22/99 06:07:42),1,switch,corp,
3659,4.163178e+03,local->fddi,obs,(02/22/99 06:07:42),1,local,fddi,
3660,8.970505e+02,local->switch,obs,(02/22/99 06:07:42),1,local,switch,
3661,5.185185e+00,local->local,obs,(02/22/99 06:07:42),1,local,local,
3662,3.649832e+00,local->corp,obs,(02/22/99 06:07:42),1,local,corp,
3663,5.656566e-01,corp->fddi,obs,(02/22/99 06:07:42),1,corp,fddi,
3664,3.759051e+03,corp->switch,obs,(02/22/99 06:07:42),1,corp,switch,
3665,2.976431e+00,corp->local,obs,(02/22/99 06:07:42),1,corp,local,
3666,0.000000e+00,corp->corp,obs,(02/22/99 06:07:42),1,corp,corp,
3667,8.168111e+03,src fddi,obs,(02/22/99 06:07:42),0,fddi,all,fddi
3668,3.767416e+04,src switch,obs,(02/22/99 06:07:42),0,switch,all,switch
3669,5.069064e+03,src local,obs,(02/22/99 06:07:42),0,local,all,local
3670,3.762593e+03,src corp,obs,(02/22/99 06:07:42),0,corp,all,corp
3671,4.235872e+03,dst fddi,obs,(02/22/99 06:07:42),0,all,fddi,fddi
3672,7.300337e+03,dst switch,obs,(02/22/99 06:07:42),0,all,switch,switch
3673,1.178462e+04,dst local,obs,(02/22/99 06:07:42),0,all,local,local
3674,3.135311e+04,dst corp,obs,(02/22/99 06:07:42),0,all,corp,corp
3675,5.467393e+04,total,obs,(02/22/99 06:07:42),0,all,all,all
3701,0.000000e+00,fddi->fddi,obs,(02/22/99 06:12:42),1,fddi,fddi,
3702,5.005387e+01,fddi->switch,obs,(02/22/99 06:12:42),1,fddi,switch,
3703,9.056357e+03,fddi->local,obs,(02/22/99 06:12:42),1,fddi,local,
3704,2.828283e-01,fddi->corp,obs,(02/22/99 06:12:42),1,fddi,corp,
3705,3.672054e+01,switch->fddi,obs,(02/22/99 06:12:42),1,switch,fddi,
3706,2.815983e+03,switch->switch,obs,(02/22/99 06:12:42),1,switch,switch,
3707,4.022791e+03,switch->local,obs,(02/22/99 06:12:42),1,switch,local,
3708,3.780429e+04,switch->corp,obs,(02/22/99 06:12:42),1,switch,corp,
3709,4.274926e+03,local->fddi,obs,(02/22/99 06:12:42),1,local,fddi,
3710,9.163939e+02,local->switch,obs,(02/22/99 06:12:42),1,local,switch,
3711,5.063973e+00,local->local,obs,(02/22/99 06:12:42),1,local,local,
3712,2.545455e+00,local->corp,obs,(02/22/99 06:12:42),1,local,corp,
3713,5.656566e-01,corp->fddi,obs,(02/22/99 06:12:42),1,corp,fddi,
3714,4.781502e+03,corp->switch,obs,(02/22/99 06:12:42),1,corp,switch,
3715,3.043771e+00,corp->local,obs,(02/22/99 06:12:42),1,corp,local,
3716,0.000000e+00,corp->corp,obs,(02/22/99 06:12:42),1,corp,corp,
3717,9.106694e+03,src fddi,obs,(02/22/99 06:12:42),0,fddi,all,fddi
3718,4.467978e+04,src switch,obs,(02/22/99 06:12:42),0,switch,all,switch
3719,5.198929e+03,src local,obs,(02/22/99 06:12:42),0,local,all,local
3720,4.785111e+03,src corp,obs,(02/22/99 06:12:42),0,corp,all,corp
3721,4.312212e+03,dst fddi,obs,(02/22/99 06:12:42),0,all,fddi,fddi
3722,8.563933e+03,dst switch,obs,(02/22/99 06:12:42),0,all,switch,switch
3723,1.308726e+04,dst local,obs,(02/22/99 06:12:42),0,all,local,local
3724,3.780712e+04,dst corp,obs,(02/22/99 06:12:42),0,all,corp,corp
3725,6.377052e+04,total,obs,(02/22/99 06:12:42),0,all,all,all
3751,0.000000e+00,fddi->fddi,obs,(02/22/99 06:17:43),1,fddi,fddi,
3752,7.860943e+01,fddi->switch,obs,(02/22/99 06:17:43),1,fddi,switch,
3753,1.067841e+04,fddi->local,obs,(02/22/99 06:17:43),1,fddi,local,
3754,2.828283e-01,fddi->corp,obs,(02/22/99 06:17:43),1,fddi,corp,
3755,7.012458e+01,switch->fddi,obs,(02/22/99 06:17:43),1,switch,fddi,
3756,2.020377e+03,switch->switch,obs,(02/22/99 06:17:43),1,switch,switch,
3757,4.108074e+03,switch->local,obs,(02/22/99 06:17:43),1,switch,local,
3758,3.546314e+04,switch->corp,obs,(02/22/99 06:17:43),1,switch,corp,
3759,7.270128e+03,local->fddi,obs,(02/22/99 06:17:43),1,local,fddi,
3760,9.285993e+02,local->switch,obs,(02/22/99 06:17:43),1,local,switch,
3761,1.010438e+01,local->local,obs,(02/22/99 06:17:43),1,local,local,
3762,3.649832e+00,local->corp,obs,(02/22/99 06:17:43),1,local,corp,
3763,5.656566e-01,corp->fddi,obs,(02/22/99 06:17:43),1,corp,fddi,
3764,4.327515e+03,corp->switch,obs,(02/22/99 06:17:43),1,corp,switch,
3765,3.488215e+00,corp->local,obs,(02/22/99 06:17:43),1,corp,local,
3766,0.000000e+00,corp->corp,obs,(02/22/99 06:17:43),1,corp,corp,
3767,1.075730e+04,src fddi,obs,(02/22/99 06:17:43),0,fddi,all,fddi
3768,4.166172e+04,src switch,obs,(02/22/99 06:17:43),0,switch,all,switch
3769,8.212481e+03,src local,obs,(02/22/99 06:17:43),0,local,all,local
3770,4.331569e+03,src corp,obs,(02/22/99 06:17:43),0,corp,all,corp
3771,7.340818e+03,dst fddi,obs,(02/22/99 06:17:43),0,all,fddi,fddi
3772,7.355101e+03,dst switch,obs,(02/22/99 06:17:43),0,all,switch,switch
3773,1.480008e+04,dst local,obs,(02/22/99 06:17:43),0,all,local,local
3774,3.546708e+04,dst corp,obs,(02/22/99 06:17:43),0,all,corp,corp
3775,6.496307e+04,total,obs,(02/22/99 06:17:43),0,all,all,all
3801,0.000000e+00,fddi->fddi,obs,(02/22/99 06:22:43),1,fddi,fddi,
3802,5.717845e+01,fddi->switch,obs,(02/22/99 06:22:43),1,fddi,switch,
3803,9.534939e+03,fddi->local,obs,(02/22/99 06:22:43),1,fddi,local,
3804,2.828283e-01,fddi->corp,obs,(02/22/99 06:22:43),1,fddi,corp,
3805,4.024916e+01,switch->fddi,obs,(02/22/99 06:22:43),1,switch,fddi,
3806,3.267108e+03,switch->switch,obs,(02/22/99 06:22:43),1,switch,switch,
3807,3.836138e+03,switch->local,obs,(02/22/99 06:22:43),1,switch,local,
3808,3.338930e+04,switch->corp,obs,(02/22/99 06:22:43),1,switch,corp,
3809,5.053350e+03,local->fddi,obs,(02/22/99 06:22:43),1,local,fddi,
3810,9.693434e+02,local->switch,obs,(02/22/99 06:22:43),1,local,switch,
3811,5.319865e+00,local->local,obs,(02/22/99 06:22:43),1,local,local,
3812,2.801347e+00,local->corp,obs,(02/22/99 06:22:43),1,local,corp,
3813,5.656566e-01,corp->fddi,obs,(02/22/99 06:22:43),1,corp,fddi,
3814,3.975761e+03,corp->switch,obs,(02/22/99 06:22:43),1,corp,switch,
3815,3.043771e+00,corp->local,obs,(02/22/99 06:22:43),1,corp,local,
3816,0.000000e+00,corp->corp,obs,(02/22/99 06:22:43),1,corp,corp,
3817,9.592401e+03,src fddi,obs,(02/22/99 06:22:43),0,fddi,all,fddi
3818,4.053279e+04,src switch,obs,(02/22/99 06:22:43),0,switch,all,switch
3819,6.030815e+03,src local,obs,(02/22/99 06:22:43),0,local,all,local
3820,3.979370e+03,src corp,obs,(02/22/99 06:22:43),0,corp,all,corp
3821,5.094165e+03,dst fddi,obs,(02/22/99 06:22:43),0,all,fddi,fddi
3822,8.269391e+03,dst switch,obs,(02/22/99 06:22:43),0,all,switch,switch
3823,1.337944e+04,dst local,obs,(02/22/99 06:22:43),0,all,local,local
3824,3.339238e+04,dst corp,obs,(02/22/99 06:22:43),0,all,corp,corp
3825,6.013538e+04,total,obs,(02/22/99 06:22:43),0,all,all,all
3851,0.000000e+00,fddi->fddi,obs,(02/22/99 06:27:42),1,fddi,fddi,
3852,7.246465e+01,fddi->switch,obs,(02/22/99 06:27:42),1,fddi,switch,
3853,7.358933e+03,fddi->local,obs,(02/22/99 06:27:42),1,fddi,local,
3854,2.828283e-01,fddi->corp,obs,(02/22/99 06:27:42),1,fddi,corp,
3855,6.166330e+01,switch->fddi,obs,(02/22/99 06:27:42),1,switch,fddi,
3856,2.260468e+03,switch->switch,obs,(02/22/99 06:27:42),1,switch,switch,
3857,3.744862e+03,switch->local,obs,(02/22/99 06:27:42),1,switch,local,
3858,3.532157e+04,switch->corp,obs,(02/22/99 06:27:42),1,switch,corp,
3859,4.067987e+03,local->fddi,obs,(02/22/99 06:27:42),1,local,fddi,
3860,8.811785e+02,local->switch,obs,(02/22/99 06:27:42),1,local,switch,
3861,1.089226e+01,local->local,obs,(02/22/99 06:27:42),1,local,local,
3862,3.367003e+00,local->corp,obs,(02/22/99 06:27:42),1,local,corp,
3863,5.656566e-01,corp->fddi,obs,(02/22/99 06:27:42),1,corp,fddi,
3864,4.601633e+03,corp->switch,obs,(02/22/99 06:27:42),1,corp,switch,
3865,3.043771e+00,corp->local,obs,(02/22/99 06:27:42),1,corp,local,
3866,0.000000e+00,corp->corp,obs,(02/22/99 06:27:42),1,corp,corp,
3867,7.431680e+03,src fddi,obs,(02/22/99 06:27:42),0,fddi,all,fddi
3868,4.138856e+04,src switch,obs,(02/22/99 06:27:42),0,switch,all,switch
3869,4.963424e+03,src local,obs,(02/22/99 06:27:42),0,local,all,local
3870,4.605242e+03,src corp,obs,(02/22/99 06:27:42),0,corp,all,corp
3871,4.130215e+03,dst fddi,obs,(02/22/99 06:27:42),0,all,fddi,fddi
3872,7.815744e+03,dst switch,obs,(02/22/99 06:27:42),0,all,switch,switch
3873,1.111773e+04,dst local,obs,(02/22/99 06:27:42),0,all,local,local
3874,3.532522e+04,dst corp,obs,(02/22/99 06:27:42),0,all,corp,corp
3875,5.838891e+04,total,obs,(02/22/99 06:27:42),0,all,all,all
3901,0.000000e+00,fddi->fddi,obs,(02/22/99 06:32:42),1,fddi,fddi,
3902,6.809764e+01,fddi->switch,obs,(02/22/99 06:32:42),1,fddi,switch,
3903,8.022131e+03,fddi->local,obs,(02/22/99 06:32:42),1,fddi,local,
3904,2.828283e-01,fddi->corp,obs,(02/22/99 06:32:42),1,fddi,corp,
3905,5.771044e+01,switch->fddi,obs,(02/22/99 06:32:42),1,switch,fddi,
3906,3.198337e+03,switch->switch,obs,(02/22/99 06:32:42),1,switch,switch,
3907,3.857552e+03,switch->local,obs,(02/22/99 06:32:42),1,switch,local,
3908,4.185457e+04,switch->corp,obs,(02/22/99 06:32:42),1,switch,corp,
3909,4.474104e+03,local->fddi,obs,(02/22/99 06:32:42),1,local,fddi,
3910,9.387946e+02,local->switch,obs,(02/22/99 06:32:42),1,local,switch,
3911,4.915825e+00,local->local,obs,(02/22/99 06:32:42),1,local,local,
3912,1.696970e+00,local->corp,obs,(02/22/99 06:32:42),1,local,corp,
3913,5.656566e-01,corp->fddi,obs,(02/22/99 06:32:42),1,corp,fddi,
3914,1.259858e+04,corp->switch,obs,(02/22/99 06:32:42),1,corp,switch,
3915,3.057239e+00,corp->local,obs,(02/22/99 06:32:42),1,corp,local,
3916,0.000000e+00,corp->corp,obs,(02/22/99 06:32:42),1,corp,corp,
3917,8.090512e+03,src fddi,obs,(02/22/99 06:32:42),0,fddi,all,fddi
3918,4.896816e+04,src switch,obs,(02/22/99 06:32:42),0,switch,all,switch
3919,5.419512e+03,src local,obs,(02/22/99 06:32:42),0,local,all,local
3920,1.260220e+04,src corp,obs,(02/22/99 06:32:42),0,corp,all,corp
3921,4.532380e+03,dst fddi,obs,(02/22/99 06:32:42),0,all,fddi,fddi
3922,1.680381e+04,dst switch,obs,(02/22/99 06:32:42),0,all,switch,switch
3923,1.188766e+04,dst local,obs,(02/22/99 06:32:42),0,all,local,local
3924,4.185655e+04,dst corp,obs,(02/22/99 06:32:42),0,all,corp,corp
3925,7.508039e+04,total,obs,(02/22/99 06:32:42),0,all,all,all
3951,0.000000e+00,fddi->fddi,obs,(02/22/99 06:37:43),1,fddi,fddi,
3952,5.414815e+01,fddi->switch,obs,(02/22/99 06:37:43),1,fddi,switch,
3953,8.692620e+03,fddi->local,obs,(02/22/99 06:37:43),1,fddi,local,
3954,2.828283e-01,fddi->corp,obs,(02/22/99 06:37:43),1,fddi,corp,
3955,6.111111e+01,switch->fddi,obs,(02/22/99 06:37:43),1,switch,fddi,
3956,6.215576e+03,switch->switch,obs,(02/22/99 06:37:43),1,switch,switch,
3957,3.660623e+03,switch->local,obs,(02/22/99 06:37:43),1,switch,local,
3958,3.327301e+04,switch->corp,obs,(02/22/99 06:37:43),1,switch,corp,
3959,4.781562e+03,local->fddi,obs,(02/22/99 06:37:43),1,local,fddi,
3960,8.797576e+02,local->switch,obs,(02/22/99 06:37:43),1,local,switch,
3961,7.148148e+00,local->local,obs,(02/22/99 06:37:43),1,local,local,
3962,3.905724e+00,local->corp,obs,(02/22/99 06:37:43),1,local,corp,
3963,5.656566e-01,corp->fddi,obs,(02/22/99 06:37:43),1,corp,fddi,
3964,5.248667e+03,corp->switch,obs,(02/22/99 06:37:43),1,corp,switch,
3965,5.791246e+00,corp->local,obs,(02/22/99 06:37:43),1,corp,local,
3966,0.000000e+00,corp->corp,obs,(02/22/99 06:37:43),1,corp,corp,
3967,8.747051e+03,src fddi,obs,(02/22/99 06:37:43),0,fddi,all,fddi
3968,4.321032e+04,src switch,obs,(02/22/99 06:37:43),0,switch,all,switch
3969,5.672374e+03,src local,obs,(02/22/99 06:37:43),0,local,all,local
3970,5.255024e+03,src corp,obs,(02/22/99 06:37:43),0,corp,all,corp
3971,4.843239e+03,dst fddi,obs,(02/22/99 06:37:43),0,all,fddi,fddi
3972,1.239815e+04,dst switch,obs,(02/22/99 06:37:43),0,all,switch,switch
3973,1.236618e+04,dst local,obs,(02/22/99 06:37:43),0,all,local,local
3974,3.327720e+04,dst corp,obs,(02/22/99 06:37:43),0,all,corp,corp
3975,6.288477e+04,total,obs,(02/22/99 06:37:43),0,all,all,all
4001,0.000000e+00,fddi->fddi,obs,(02/22/99 06:42:43),1,fddi,fddi,
4002,6.447811e+01,fddi->switch,obs,(02/22/99 06:42:43),1,fddi,switch,
4003,7.811801e+03,fddi->local,obs,(02/22/99 06:42:43),1,fddi,local,
4004,2.828283e-01,fddi->corp,obs,(02/22/99 06:42:43),1,fddi,corp,
4005,5.258586e+01,switch->fddi,obs,(02/22/99 06:42:43),1,switch,fddi,
4006,2.953599e+03,switch->switch,obs,(02/22/99 06:42:43),1,switch,switch,
4007,3.716626e+03,switch->local,obs,(02/22/99 06:42:43),1,switch,local,
4008,4.942990e+04,switch->corp,obs,(02/22/99 06:42:43),1,switch,corp,
4009,4.412623e+03,local->fddi,obs,(02/22/99 06:42:43),1,local,fddi,
4010,9.069630e+02,local->switch,obs,(02/22/99 06:42:43),1,local,switch,
4011,8.646465e+00,local->local,obs,(02/22/99 06:42:43),1,local,local,
4012,2.545455e+00,local->corp,obs,(02/22/99 06:42:43),1,local,corp,
4013,5.656566e-01,corp->fddi,obs,(02/22/99 06:42:43),1,corp,fddi,
4014,1.135667e+04,corp->switch,obs,(02/22/99 06:42:43),1,corp,switch,
4015,4.646465e+00,corp->local,obs,(02/22/99 06:42:43),1,corp,local,
4016,0.000000e+00,corp->corp,obs,(02/22/99 06:42:43),1,corp,corp,
4017,7.876562e+03,src fddi,obs,(02/22/99 06:42:43),0,fddi,all,fddi
4018,5.615271e+04,src switch,obs,(02/22/99 06:42:43),0,switch,all,switch
4019,5.330778e+03,src local,obs,(02/22/99 06:42:43),0,local,all,local
4020,1.136188e+04,src corp,obs,(02/22/99 06:42:43),0,corp,all,corp
4021,4.465774e+03,dst fddi,obs,(02/22/99 06:42:43),0,all,fddi,fddi
4022,1.528171e+04,dst switch,obs,(02/22/99 06:42:43),0,all,switch,switch
4023,1.154172e+04,dst local,obs,(02/22/99 06:42:43),0,all,local,local
4024,4.943273e+04,dst corp,obs,(02/22/99 06:42:43),0,all,corp,corp
4025,8.072193e+04,total,obs,(02/22/99 06:42:43),0,all,all,all
4051,0.000000e+00,fddi->fddi,obs,(02/22/99 06:47:43),1,fddi,fddi,
4052,6.768687e+01,fddi->switch,obs,(02/22/99 06:47:43),1,fddi,switch,
4053,8.565401e+03,fddi->local,obs,(02/22/99 06:47:43),1,fddi,local,
4054,2.828283e-01,fddi->corp,obs,(02/22/99 06:47:43),1,fddi,corp,
4055,7.746128e+01,switch->fddi,obs,(02/22/99 06:47:43),1,switch,fddi,
4056,2.602286e+03,switch->switch,obs,(02/22/99 06:47:43),1,switch,switch,
4057,3.492340e+03,switch->local,obs,(02/22/99 06:47:43),1,switch,local,
4058,5.326421e+04,switch->corp,obs,(02/22/99 06:47:43),1,switch,corp,
4059,4.067165e+03,local->fddi,obs,(02/22/99 06:47:43),1,local,fddi,
4060,8.984074e+02,local->switch,obs,(02/22/99 06:47:43),1,local,switch,
4061,4.915825e+00,local->local,obs,(02/22/99 06:47:43),1,local,local,
4062,3.649832e+00,local->corp,obs,(02/22/99 06:47:43),1,local,corp,
4063,5.656566e-01,corp->fddi,obs,(02/22/99 06:47:43),1,corp,fddi,
4064,1.325919e+04,corp->switch,obs,(02/22/99 06:47:43),1,corp,switch,
4065,7.373737e+00,corp->local,obs,(02/22/99 06:47:43),1,corp,local,
4066,0.000000e+00,corp->corp,obs,(02/22/99 06:47:43),1,corp,corp,
4067,8.633370e+03,src fddi,obs,(02/22/99 06:47:43),0,fddi,all,fddi
4068,5.943630e+04,src switch,obs,(02/22/99 06:47:43),0,switch,all,switch
4069,4.974138e+03,src local,obs,(02/22/99 06:47:43),0,local,all,local
4070,1.326713e+04,src corp,obs,(02/22/99 06:47:43),0,corp,all,corp
4071,4.145192e+03,dst fddi,obs,(02/22/99 06:47:43),0,all,fddi,fddi
4072,1.682757e+04,dst switch,obs,(02/22/99 06:47:43),0,all,switch,switch
4073,1.207003e+04,dst local,obs,(02/22/99 06:47:43),0,all,local,local
4074,5.326814e+04,dst corp,obs,(02/22/99 06:47:43),0,all,corp,corp
4075,8.631094e+04,total,obs,(02/22/99 06:47:43),0,all,all,all
4101,0.000000e+00,fddi->fddi,obs,(02/22/99 06:52:42),1,fddi,fddi,
4102,1.010808e+02,fddi->switch,obs,(02/22/99 06:52:42),1,fddi,switch,
4103,7.951680e+03,fddi->local,obs,(02/22/99 06:52:42),1,fddi,local,
4104,2.828283e-01,fddi->corp,obs,(02/22/99 06:52:42),1,fddi,corp,
4105,9.118519e+01,switch->fddi,obs,(02/22/99 06:52:42),1,switch,fddi,
4106,2.627374e+03,switch->switch,obs,(02/22/99 06:52:42),1,switch,switch,
4107,3.790990e+03,switch->local,obs,(02/22/99 06:52:42),1,switch,local,
4108,3.362421e+04,switch->corp,obs,(02/22/99 06:52:42),1,switch,corp,
4109,4.015599e+03,local->fddi,obs,(02/22/99 06:52:42),1,local,fddi,
4110,9.059798e+02,local->switch,obs,(02/22/99 06:52:42),1,local,switch,
4111,1.144444e+01,local->local,obs,(02/22/99 06:52:42),1,local,local,
4112,2.545455e+00,local->corp,obs,(02/22/99 06:52:42),1,local,corp,
4113,5.656566e-01,corp->fddi,obs,(02/22/99 06:52:42),1,corp,fddi,
4114,4.226754e+03,corp->switch,obs,(02/22/99 06:52:42),1,corp,switch,
4115,5.090909e+00,corp->local,obs,(02/22/99 06:52:42),1,corp,local,
4116,0.000000e+00,corp->corp,obs,(02/22/99 06:52:42),1,corp,corp,
4117,8.053044e+03,src fddi,obs,(02/22/99 06:52:42),0,fddi,all,fddi
4118,4.013375e+04,src switch,obs,(02/22/99 06:52:42),0,switch,all,switch
4119,4.935569e+03,src local,obs,(02/22/99 06:52:42),0,local,all,local
4120,4.232411e+03,src corp,obs,(02/22/99 06:52:42),0,corp,all,corp
4121,4.107350e+03,dst fddi,obs,(02/22/99 06:52:42),0,all,fddi,fddi
4122,7.861189e+03,dst switch,obs,(02/22/99 06:52:42),0,all,switch,switch
4123,1.175921e+04,dst local,obs,(02/22/99 06:52:42),0,all,local,local
4124,3.362703e+04,dst corp,obs,(02/22/99 06:52:42),0,all,corp,corp
4125,5.735478e+04,total,obs,(02/22/99 06:52:42),0,all,all,all
4151,0.000000e+00,fddi->fddi,obs,(02/22/99 06:57:42),1,fddi,fddi,
4152,5.529630e+01,fddi->switch,obs,(02/22/99 06:57:42),1,fddi,switch,
4153,8.695219e+03,fddi->local,obs,(02/22/99 06:57:42),1,fddi,local,
4154,2.828283e-01,fddi->corp,obs,(02/22/99 06:57:42),1,fddi,corp,
4155,6.002020e+01,switch->fddi,obs,(02/22/99 06:57:42),1,switch,fddi,
4156,2.618121e+03,switch->switch,obs,(02/22/99 06:57:42),1,switch,switch,
4157,4.313899e+03,switch->local,obs,(02/22/99 06:57:42),1,switch,local,
4158,3.570943e+04,switch->corp,obs,(02/22/99 06:57:42),1,switch,corp,
4159,5.146653e+03,local->fddi,obs,(02/22/99 06:57:42),1,local,fddi,
4160,1.513155e+03,local->switch,obs,(02/22/99 06:57:42),1,local,switch,
4161,2.412121e+01,local->local,obs,(02/22/99 06:57:42),1,local,local,
4162,2.912458e+00,local->corp,obs,(02/22/99 06:57:42),1,local,corp,
4163,5.656566e-01,corp->fddi,obs,(02/22/99 06:57:42),1,corp,fddi,
4164,5.038808e+03,corp->switch,obs,(02/22/99 06:57:42),1,corp,switch,
4165,5.171717e+00,corp->local,obs,(02/22/99 06:57:42),1,corp,local,
4166,0.000000e+00,corp->corp,obs,(02/22/99 06:57:42),1,corp,corp,
4167,8.750798e+03,src fddi,obs,(02/22/99 06:57:42),0,fddi,all,fddi
4168,4.270147e+04,src switch,obs,(02/22/99 06:57:42),0,switch,all,switch
4169,6.686842e+03,src local,obs,(02/22/99 06:57:42),0,local,all,local
4170,5.044545e+03,src corp,obs,(02/22/99 06:57:42),0,corp,all,corp
4171,5.207239e+03,dst fddi,obs,(02/22/99 06:57:42),0,all,fddi,fddi
4172,9.225380e+03,dst switch,obs,(02/22/99 06:57:42),0,all,switch,switch
4173,1.303841e+04,dst local,obs,(02/22/99 06:57:42),0,all,local,local
4174,3.571262e+04,dst corp,obs,(02/22/99 06:57:42),0,all,corp,corp
4175,6.318365e+04,total,obs,(02/22/99 06:57:42),0,all,all,all
4201,0.000000e+00,fddi->fddi,obs,(02/22/99 07:02:43),1,fddi,fddi,
4202,8.305387e+01,fddi->switch,obs,(02/22/99 07:02:43),1,fddi,switch,
4203,8.192825e+03,fddi->local,obs,(02/22/99 07:02:43),1,fddi,local,
4204,2.828283e-01,fddi->corp,obs,(02/22/99 07:02:43),1,fddi,corp,
4205,4.274108e+02,switch->fddi,obs,(02/22/99 07:02:43),1,switch,fddi,
4206,2.504320e+03,switch->switch,obs,(02/22/99 07:02:43),1,switch,switch,
4207,4.024178e+03,switch->local,obs,(02/22/99 07:02:43),1,switch,local,
4208,4.102269e+04,switch->corp,obs,(02/22/99 07:02:43),1,switch,corp,
4209,4.790158e+03,local->fddi,obs,(02/22/99 07:02:43),1,local,fddi,
4210,1.009088e+03,local->switch,obs,(02/22/99 07:02:43),1,local,switch,
4211,1.060943e+01,local->local,obs,(02/22/99 07:02:43),1,local,local,
4212,2.545455e+00,local->corp,obs,(02/22/99 07:02:43),1,local,corp,
4213,5.656566e-01,corp->fddi,obs,(02/22/99 07:02:43),1,corp,fddi,
4214,5.790242e+03,corp->switch,obs,(02/22/99 07:02:43),1,corp,switch,
4215,5.090909e+00,corp->local,obs,(02/22/99 07:02:43),1,corp,local,
4216,0.000000e+00,corp->corp,obs,(02/22/99 07:02:43),1,corp,corp,
4217,8.276162e+03,src fddi,obs,(02/22/99 07:02:43),0,fddi,all,fddi
4218,4.797860e+04,src switch,obs,(02/22/99 07:02:43),0,switch,all,switch
4219,5.812401e+03,src local,obs,(02/22/99 07:02:43),0,local,all,local
4220,5.795899e+03,src corp,obs,(02/22/99 07:02:43),0,corp,all,corp
4221,5.218135e+03,dst fddi,obs,(02/22/99 07:02:43),0,all,fddi,fddi
4222,9.386704e+03,dst switch,obs,(02/22/99 07:02:43),0,all,switch,switch
4223,1.223270e+04,dst local,obs,(02/22/99 07:02:43),0,all,local,local
4224,4.102552e+04,dst corp,obs,(02/22/99 07:02:43),0,all,corp,corp
4225,6.786306e+04,total,obs,(02/22/99 07:02:43),0,all,all,all
4251,0.000000e+00,fddi->fddi,obs,(02/22/99 07:07:43),1,fddi,fddi,
4252,8.543434e+01,fddi->switch,obs,(02/22/99 07:07:43),1,fddi,switch,
4253,8.870626e+03,fddi->local,obs,(02/22/99 07:07:43),1,fddi,local,
4254,2.828283e-01,fddi->corp,obs,(02/22/99 07:07:43),1,fddi,corp,
4255,7.137374e+01,switch->fddi,obs,(02/22/99 07:07:43),1,switch,fddi,
4256,1.816785e+03,switch->switch,obs,(02/22/99 07:07:43),1,switch,switch,
4257,4.593643e+03,switch->local,obs,(02/22/99 07:07:43),1,switch,local,
4258,3.619886e+04,switch->corp,obs,(02/22/99 07:07:43),1,switch,corp,
4259,4.617643e+03,local->fddi,obs,(02/22/99 07:07:43),1,local,fddi,
4260,1.037498e+03,local->switch,obs,(02/22/99 07:07:43),1,local,switch,
4261,5.185185e+00,local->local,obs,(02/22/99 07:07:43),1,local,local,
4262,3.649832e+00,local->corp,obs,(02/22/99 07:07:43),1,local,corp,
4263,5.656566e-01,corp->fddi,obs,(02/22/99 07:07:43),1,corp,fddi,
4264,6.252791e+03,corp->switch,obs,(02/22/99 07:07:43),1,corp,switch,
4265,5.023569e+00,corp->local,obs,(02/22/99 07:07:43),1,corp,local,
4266,0.000000e+00,corp->corp,obs,(02/22/99 07:07:43),1,corp,corp,
4267,8.956343e+03,src fddi,obs,(02/22/99 07:07:43),0,fddi,all,fddi
4268,4.268066e+04,src switch,obs,(02/22/99 07:07:43),0,switch,all,switch
4269,5.663976e+03,src local,obs,(02/22/99 07:07:43),0,local,all,local
4270,6.258380e+03,src corp,obs,(02/22/99 07:07:43),0,corp,all,corp
4271,4.689582e+03,dst fddi,obs,(02/22/99 07:07:43),0,all,fddi,fddi
4272,9.192508e+03,dst switch,obs,(02/22/99 07:07:43),0,all,switch,switch
4273,1.347448e+04,dst local,obs,(02/22/99 07:07:43),0,all,local,local
4274,3.620279e+04,dst corp,obs,(02/22/99 07:07:43),0,all,corp,corp
4275,6.355936e+04,total,obs,(02/22/99 07:07:43),0,all,all,all
4301,0.000000e+00,fddi->fddi,obs,(02/22/99 07:12:42),1,fddi,fddi,
4302,5.005387e+01,fddi->switch,obs,(02/22/99 07:12:42),1,fddi,switch,
4303,7.957135e+03,fddi->local,obs,(02/22/99 07:12:42),1,fddi,local,
4304,2.828283e-01,fddi->corp,obs,(02/22/99 07:12:42),1,fddi,corp,
4305,3.672054e+01,switch->fddi,obs,(02/22/99 07:12:42),1,switch,fddi,
4306,3.351754e+03,switch->switch,obs,(02/22/99 07:12:42),1,switch,switch,
4307,4.134684e+03,switch->local,obs,(02/22/99 07:12:42),1,switch,local,
4308,6.909837e+04,switch->corp,obs,(02/22/99 07:12:42),1,switch,corp,
4309,4.905215e+03,local->fddi,obs,(02/22/99 07:12:42),1,local,fddi,
